component;action;target;objectid;contextid;contextlevel;contextinstanceid;userid;courseid;timecreated
mod_page;viewed;course_module;7027;212936;70;95231;17;1489;1550343718
mod_resource;viewed;course_module;32534;213483;70;95760;10746;1489;1550349523
mod_resource;viewed;course_module;32532;213481;70;95758;10746;1489;1550349602
mod_resource;viewed;course_module;32534;213483;70;95760;10746;1489;1550349773
mod_resource;viewed;course_module;32280;212944;70;95239;10746;1489;1550352803
mod_resource;viewed;course_module;32281;212946;70;95241;10746;1489;1550352808
mod_resource;viewed;course_module;32282;212948;70;95243;10746;1489;1550352820
mod_resource;viewed;course_module;32283;212950;70;95245;10746;1489;1550352823
mod_url;viewed;course_module;5704;212945;70;95240;10746;1489;1550353448
mod_resource;viewed;course_module;32534;213483;70;95760;7;1489;1550359027
mod_resource;viewed;course_module;32534;213483;70;95760;21142;1489;1550430722
mod_resource;viewed;course_module;32532;213481;70;95758;21142;1489;1550430723
mod_resource;viewed;course_module;32533;213482;70;95759;21142;1489;1550430724
mod_book;viewed;course_module;6348;212921;70;95216;7;1489;1550438965
mod_book;viewed;chapter;41278;212921;70;95216;7;1489;1550438965
mod_book;viewed;chapter;41279;212921;70;95216;7;1489;1550438975
mod_book;viewed;chapter;41280;212921;70;95216;7;1489;1550438992
mod_book;viewed;course_module;6349;212924;70;95219;7;1489;1550439004
mod_book;viewed;chapter;41283;212924;70;95219;7;1489;1550439004
mod_book;viewed;chapter;41284;212924;70;95219;7;1489;1550439011
mod_book;viewed;chapter;41285;212924;70;95219;7;1489;1550439012
mod_book;viewed;chapter;41284;212924;70;95219;7;1489;1550439016
mod_url;viewed;course_module;5697;212920;70;95215;7;1489;1550439027
mod_resource;viewed;course_module;32534;213483;70;95760;7;1489;1550439138
mod_resource;viewed;course_module;32532;213481;70;95758;7;1489;1550439143
mod_resource;viewed;course_module;32533;213482;70;95759;7;1489;1550439146
mod_book;viewed;course_module;6350;212938;70;95233;7;1489;1550439149
mod_book;viewed;chapter;41286;212938;70;95233;7;1489;1550439149
mod_resource;viewed;course_module;32534;213483;70;95760;14578;1489;1550483222
mod_book;viewed;course_module;6348;212921;70;95216;14578;1489;1550485564
mod_book;viewed;chapter;41278;212921;70;95216;14578;1489;1550485564
mod_book;viewed;chapter;41279;212921;70;95216;14578;1489;1550485568
mod_resource;viewed;course_module;32533;213482;70;95759;14578;1489;1550486135
mod_resource;viewed;course_module;32651;213925;70;95961;14578;1489;1550563992
mod_assign;viewed;course_module;6135;213017;70;95312;17;1489;1550564609
mod_resource;viewed;course_module;32650;213924;70;95960;17;1489;1550564806
mod_resource;viewed;course_module;32651;213925;70;95961;10746;1489;1550565037
mod_resource;viewed;course_module;32650;213924;70;95960;21262;1489;1550566806
mod_resource;viewed;course_module;32650;213924;70;95960;21262;1489;1550566810
mod_book;viewed;chapter;41278;212921;70;95216;21349;1489;1550573859
mod_resource;viewed;course_module;32651;213925;70;95961;14578;1489;1550597679
mod_resource;viewed;course_module;32651;213925;70;95961;14578;1489;1550598688
mod_book;viewed;course_module;6350;212938;70;95233;14578;1489;1550602389
mod_book;viewed;chapter;41286;212938;70;95233;14578;1489;1550602389
mod_resource;viewed;course_module;32532;213481;70;95758;21158;1489;1550610395
mod_resource;viewed;course_module;32651;213925;70;95961;14578;1489;1550655040
mod_resource;viewed;course_module;32532;213481;70;95758;18232;1489;1550678700
mod_resource;viewed;course_module;32650;213924;70;95960;21262;1489;1550680854
mod_book;viewed;chapter;41278;212921;70;95216;21262;1489;1550680773
mod_book;viewed;chapter;41279;212921;70;95216;21262;1489;1550680778
mod_book;viewed;chapter;41280;212921;70;95216;21262;1489;1550680817
mod_book;viewed;chapter;41281;212921;70;95216;21262;1489;1550680819
mod_book;viewed;chapter;41282;212921;70;95216;21262;1489;1550680820
mod_resource;viewed;course_module;32650;213924;70;95960;21262;1489;1550680853
mod_resource;viewed;course_module;32650;213924;70;95960;21262;1489;1550683548
mod_resource;viewed;course_module;32650;213924;70;95960;21262;1489;1550683549
mod_resource;viewed;course_module;32651;213925;70;95961;21262;1489;1550689686
mod_resource;viewed;course_module;32651;213925;70;95961;21262;1489;1550689688
mod_resource;viewed;course_module;32651;213925;70;95961;7;1489;1550702307
mod_resource;viewed;course_module;32650;213924;70;95960;21349;1489;1550728097
mod_resource;viewed;course_module;32650;213924;70;95960;21349;1489;1550728100
mod_resource;viewed;course_module;32532;213481;70;95758;21349;1489;1550728638
mod_resource;viewed;course_module;32532;213481;70;95758;21349;1489;1550728642
mod_book;viewed;chapter;41278;212921;70;95216;21349;1489;1550728663
mod_book;viewed;chapter;41279;212921;70;95216;21349;1489;1550728672
mod_resource;viewed;course_module;32650;213924;70;95960;18170;1489;1550731138
mod_book;viewed;course_module;6348;212921;70;95216;21199;1489;1550731184
mod_book;viewed;chapter;41278;212921;70;95216;21199;1489;1550731184
mod_resource;viewed;course_module;32650;213924;70;95960;19910;1489;1550731188
mod_forum;viewed;course_module;5186;212922;70;95217;21314;1489;1550731190
mod_forum;viewed;course_module;5186;212922;70;95217;18170;1489;1550731322
mod_book;viewed;course_module;6348;212921;70;95216;18170;1489;1550731332
mod_book;viewed;chapter;41278;212921;70;95216;18170;1489;1550731332
mod_resource;viewed;course_module;32532;213481;70;95758;21349;1489;1550733381
mod_resource;viewed;course_module;32532;213481;70;95758;21139;1489;1550733410
mod_resource;viewed;course_module;32532;213481;70;95758;21471;1489;1550737624
mod_resource;viewed;course_module;32650;213924;70;95960;21318;1489;1550737627
mod_resource;viewed;course_module;32649;213923;70;95959;21318;1489;1550737672
mod_resource;viewed;course_module;32650;213924;70;95960;18464;1489;1550737672
mod_resource;viewed;course_module;32650;213924;70;95960;19925;1489;1550737679
mod_resource;viewed;course_module;32532;213481;70;95758;21823;1489;1550737807
mod_resource;viewed;course_module;32532;213481;70;95758;19925;1489;1550738630
mod_resource;viewed;course_module;32651;213925;70;95961;18464;1489;1550739617
mod_resource;viewed;course_module;32651;213925;70;95961;21349;1489;1550739940
mod_resource;viewed;course_module;32651;213925;70;95961;7;1489;1550740973
mod_resource;viewed;course_module;32648;213922;70;95958;7;1489;1550740977
mod_resource;viewed;course_module;32649;213923;70;95959;7;1489;1550740981
mod_book;viewed;course_module;6348;212921;70;95216;21139;1489;1550741781
mod_book;viewed;chapter;41278;212921;70;95216;21139;1489;1550741781
mod_resource;viewed;course_module;32532;213481;70;95758;21139;1489;1550741842
mod_book;viewed;course_module;6348;212921;70;95216;21160;1489;1550743787
mod_book;viewed;chapter;41278;212921;70;95216;21160;1489;1550743787
mod_book;viewed;chapter;41279;212921;70;95216;21160;1489;1550743803
mod_book;viewed;chapter;41279;212921;70;95216;21160;1489;1550743824
mod_resource;viewed;course_module;32532;213481;70;95758;21473;1489;1550743838
mod_resource;viewed;course_module;32650;213924;70;95960;21473;1489;1550743841
mod_resource;viewed;course_module;32650;213924;70;95960;21316;1489;1550743868
mod_resource;viewed;course_module;32650;213924;70;95960;21263;1489;1550743907
mod_book;viewed;chapter;41281;212921;70;95216;21160;1489;1550743976
mod_book;viewed;chapter;41282;212921;70;95216;21160;1489;1550743989
mod_book;viewed;chapter;41280;212921;70;95216;21160;1489;1550743997
mod_resource;viewed;course_module;32651;213925;70;95961;21473;1489;1550744014
mod_resource;viewed;course_module;32650;213924;70;95960;19906;1489;1550744025
mod_resource;viewed;course_module;32532;213481;70;95758;19938;1489;1550745942
mod_resource;viewed;course_module;32533;213482;70;95759;19938;1489;1550745948
mod_resource;viewed;course_module;32648;213922;70;95958;19938;1489;1550745952
mod_resource;viewed;course_module;32648;213922;70;95958;19938;1489;1550745956
mod_book;viewed;course_module;6348;212921;70;95216;19938;1489;1550746879
mod_book;viewed;chapter;41278;212921;70;95216;19938;1489;1550746879
mod_resource;viewed;course_module;32648;213922;70;95958;21161;1489;1550747612
mod_resource;viewed;course_module;32650;213924;70;95960;21172;1489;1550750898
mod_resource;viewed;course_module;32651;213925;70;95961;21172;1489;1550750943
mod_book;viewed;course_module;6348;212921;70;95216;21349;1489;1550751062
mod_book;viewed;chapter;41278;212921;70;95216;21349;1489;1550751062
mod_forum;viewed;course_module;5186;212922;70;95217;21349;1489;1550751075
mod_book;viewed;course_module;6348;212921;70;95216;21349;1489;1550751093
mod_book;viewed;chapter;41278;212921;70;95216;21349;1489;1550751093
mod_resource;viewed;course_module;32651;213925;70;95961;21172;1489;1550751789
mod_resource;viewed;course_module;32650;213924;70;95960;21161;1489;1550759469
mod_resource;viewed;course_module;32651;213925;70;95961;21161;1489;1550759471
mod_resource;viewed;course_module;32532;213481;70;95758;21489;1489;1550759688
mod_resource;viewed;course_module;32650;213924;70;95960;21489;1489;1550759695
mod_resource;viewed;course_module;32651;213925;70;95961;21489;1489;1550759696
mod_resource;viewed;course_module;32532;213481;70;95758;21349;1489;1550816961
mod_resource;viewed;course_module;32648;213922;70;95958;21299;1489;1550821748
mod_resource;viewed;course_module;32651;213925;70;95961;21489;1489;1550823426
mod_resource;viewed;course_module;32650;213924;70;95960;21400;1489;1550831248
mod_resource;viewed;course_module;32651;213925;70;95961;21400;1489;1550832202
mod_resource;viewed;course_module;32650;213924;70;95960;21473;1489;1550908247
mod_resource;viewed;course_module;32651;213925;70;95961;21473;1489;1550908253
mod_book;viewed;course_module;6348;212921;70;95216;21299;1489;1550912942
mod_book;viewed;chapter;41278;212921;70;95216;21299;1489;1550912942
mod_forum;viewed;course_module;5186;212922;70;95217;21299;1489;1550912951
mod_resource;viewed;course_module;32533;213482;70;95759;21158;1489;1550922669
mod_resource;viewed;course_module;32650;213924;70;95960;21158;1489;1550922763
mod_resource;viewed;course_module;32651;213925;70;95961;21158;1489;1550922955
mod_url;viewed;course_module;5703;212940;70;95235;21161;1489;1550941386
mod_resource;viewed;course_module;32532;213481;70;95758;21266;1489;1550944219
mod_resource;viewed;course_module;32810;214914;70;96368;21489;1489;1550954839
mod_resource;viewed;course_module;32650;213924;70;95960;21139;1489;1550971671
mod_resource;viewed;course_module;32650;213924;70;95960;21139;1489;1550971673
mod_resource;viewed;course_module;32651;213925;70;95961;21139;1489;1550972124
mod_resource;viewed;course_module;32651;213925;70;95961;21139;1489;1550972125
mod_resource;viewed;course_module;32650;213924;70;95960;21314;1489;1550999594
mod_resource;viewed;course_module;32651;213925;70;95961;21314;1489;1550999596
mod_resource;viewed;course_module;32532;213481;70;95758;21314;1489;1550999598
mod_url;viewed;course_module;5703;212940;70;95235;21314;1489;1550999602
mod_resource;viewed;course_module;32810;214914;70;96368;21314;1489;1550999657
mod_url;viewed;course_module;5703;212940;70;95235;21266;1489;1551001710
mod_url;viewed;course_module;5703;212940;70;95235;21299;1489;1551045743
mod_resource;viewed;course_module;32650;213924;70;95960;21142;1489;1551050825
mod_resource;viewed;course_module;32651;213925;70;95961;21142;1489;1551050826
mod_resource;viewed;course_module;32651;213925;70;95961;21142;1489;1551075762
mod_resource;viewed;course_module;32651;213925;70;95961;10746;1489;1551076722
mod_resource;viewed;course_module;32651;213925;70;95961;10746;1489;1551076722
mod_book;viewed;course_module;6350;212938;70;95233;10746;1489;1551082606
mod_book;viewed;chapter;41286;212938;70;95233;10746;1489;1551082606
mod_book;viewed;chapter;41287;212938;70;95233;10746;1489;1551082610
mod_book;viewed;chapter;41288;212938;70;95233;10746;1489;1551082616
mod_book;viewed;chapter;41287;212938;70;95233;10746;1489;1551082926
mod_book;viewed;chapter;41286;212938;70;95233;10746;1489;1551082929
mod_book;viewed;chapter;41287;212938;70;95233;10746;1489;1551082932
mod_book;viewed;chapter;41288;212938;70;95233;10746;1489;1551082934
mod_resource;viewed;course_module;32810;214914;70;96368;21142;1489;1551088590
mod_resource;viewed;course_module;32809;214913;70;96367;21142;1489;1551088591
mod_resource;viewed;course_module;32279;212942;70;95237;21142;1489;1551088666
mod_resource;viewed;course_module;32281;212946;70;95241;10746;1489;1551096224
mod_url;viewed;course_module;5703;212940;70;95235;7;1489;1551096708
mod_resource;viewed;course_module;32810;214914;70;96368;7;1489;1551097965
mod_resource;viewed;course_module;32809;214913;70;96367;7;1489;1551097968
mod_forum;viewed;course_module;5186;212922;70;95217;21199;1489;1551101341
mod_resource;viewed;course_module;32288;212965;70;95260;17;1489;1551104444
mod_resource;viewed;course_module;32289;212966;70;95261;17;1489;1551104509
mod_resource;viewed;course_module;32290;212967;70;95262;17;1489;1551104541
mod_resource;viewed;course_module;32291;212968;70;95263;17;1489;1551104565
mod_resource;viewed;course_module;32292;212969;70;95264;17;1489;1551104605
mod_resource;viewed;course_module;32293;212970;70;95265;17;1489;1551104633
mod_resource;viewed;course_module;32292;212969;70;95264;17;1489;1551104707
mod_resource;viewed;course_module;32293;212970;70;95265;17;1489;1551104800
mod_resource;viewed;course_module;32294;212971;70;95266;17;1489;1551104840
mod_resource;viewed;course_module;32307;213010;70;95305;17;1489;1551104952
mod_resource;viewed;course_module;32809;214913;70;96367;21469;1489;1551106721
mod_resource;viewed;course_module;32834;215105;70;96402;14578;1489;1551165640
mod_resource;viewed;course_module;32835;215106;70;96403;14578;1489;1551165710
mod_resource;viewed;course_module;32837;215108;70;96405;14578;1489;1551166356
mod_resource;viewed;course_module;32836;215107;70;96404;14578;1489;1551166389
mod_resource;viewed;course_module;32650;213924;70;95960;21178;1489;1551167215
mod_resource;viewed;course_module;32651;213925;70;95961;21178;1489;1551167331
mod_resource;viewed;course_module;32834;215105;70;96402;10746;1489;1551175041
mod_resource;viewed;course_module;32835;215106;70;96403;10746;1489;1551175050
mod_resource;viewed;course_module;32837;215108;70;96405;10746;1489;1551175054
mod_resource;viewed;course_module;32648;213922;70;95958;10746;1489;1551175415
mod_resource;viewed;course_module;32649;213923;70;95959;10746;1489;1551183777
mod_url;viewed;course_module;5703;212940;70;95235;10746;1489;1551183853
mod_url;viewed;course_module;5703;212940;70;95235;10746;1489;1551197018
mod_book;viewed;course_module;6348;212921;70;95216;21172;1489;1551197620
mod_book;viewed;chapter;41278;212921;70;95216;21172;1489;1551197620
mod_book;viewed;chapter;41279;212921;70;95216;21172;1489;1551197642
mod_book;viewed;chapter;41281;212921;70;95216;21172;1489;1551197711
mod_resource;viewed;course_module;32651;213925;70;95961;21263;1489;1551201230
mod_url;viewed;course_module;5703;212940;70;95235;18232;1489;1551201275
mod_resource;viewed;course_module;32650;213924;70;95960;21263;1489;1551201278
mod_resource;viewed;course_module;32650;213924;70;95960;21263;1489;1551201288
mod_resource;viewed;course_module;32650;213924;70;95960;21263;1489;1551201303
mod_resource;viewed;course_module;32650;213924;70;95960;21263;1489;1551201306
mod_resource;viewed;course_module;32650;213924;70;95960;21263;1489;1551201308
mod_resource;viewed;course_module;32650;213924;70;95960;21263;1489;1551201317
mod_resource;viewed;course_module;32841;215112;70;96409;19906;1489;1551202274
mod_url;viewed;course_module;5703;212940;70;95235;18232;1489;1551202884
mod_resource;viewed;course_module;32836;215107;70;96404;14578;1489;1551203545
mod_resource;viewed;course_module;32839;215110;70;96407;21172;1489;1551204443
mod_resource;viewed;course_module;32835;215106;70;96403;14578;1489;1551206560
mod_resource;viewed;course_module;32834;215105;70;96402;14578;1489;1551207166
mod_resource;viewed;course_module;32838;215109;70;96406;21263;1489;1551208917
mod_resource;viewed;course_module;32836;215107;70;96404;21263;1489;1551208949
mod_resource;viewed;course_module;32838;215109;70;96406;21263;1489;1551210526
mod_resource;viewed;course_module;32842;215113;70;96410;21263;1489;1551210575
mod_resource;viewed;course_module;32837;215108;70;96405;21263;1489;1551211150
mod_resource;viewed;course_module;32838;215109;70;96406;21318;1489;1551211269
mod_resource;viewed;course_module;32835;215106;70;96403;21263;1489;1551212549
mod_resource;viewed;course_module;32836;215107;70;96404;21473;1489;1551255540
mod_resource;viewed;course_module;32835;215106;70;96403;21473;1489;1551255546
mod_resource;viewed;course_module;32837;215108;70;96405;21473;1489;1551255550
mod_resource;viewed;course_module;32834;215105;70;96402;21473;1489;1551255554
mod_resource;viewed;course_module;32841;215112;70;96409;21261;1489;1551255742
mod_resource;viewed;course_module;32835;215106;70;96403;21473;1489;1551255786
mod_resource;viewed;course_module;32837;215108;70;96405;21473;1489;1551256069
mod_resource;viewed;course_module;32834;215105;70;96402;21473;1489;1551256077
mod_resource;viewed;course_module;32650;213924;70;95960;21268;1489;1551256281
mod_resource;viewed;course_module;32651;213925;70;95961;21262;1489;1551256286
mod_resource;viewed;course_module;32532;213481;70;95758;21262;1489;1551256491
mod_resource;viewed;course_module;32649;213923;70;95959;21268;1489;1551256540
mod_resource;viewed;course_module;32650;213924;70;95960;21261;1489;1551256709
mod_resource;viewed;course_module;32651;213925;70;95961;21261;1489;1551256711
mod_resource;viewed;course_module;32834;215105;70;96402;21261;1489;1551256713
mod_resource;viewed;course_module;32835;215106;70;96403;21261;1489;1551256713
mod_resource;viewed;course_module;32837;215108;70;96405;21261;1489;1551256714
mod_resource;viewed;course_module;32837;215108;70;96405;21262;1489;1551256720
mod_resource;viewed;course_module;32836;215107;70;96404;21262;1489;1551256750
mod_resource;viewed;course_module;32809;214913;70;96367;21268;1489;1551256901
mod_resource;viewed;course_module;32809;214913;70;96367;21268;1489;1551256908
mod_url;viewed;course_module;5703;212940;70;95235;21823;1489;1551257486
mod_book;viewed;course_module;6348;212921;70;95216;21173;1489;1551261990
mod_book;viewed;chapter;41278;212921;70;95216;21173;1489;1551261990
mod_resource;viewed;course_module;32842;215113;70;96410;21318;1489;1551277334
mod_resource;viewed;course_module;32840;215111;70;96408;21318;1489;1551277341
mod_resource;viewed;course_module;32841;215112;70;96409;21318;1489;1551278905
mod_resource;viewed;course_module;32649;213923;70;95959;21318;1489;1551279111
mod_resource;viewed;course_module;32533;213482;70;95759;21318;1489;1551279122
mod_resource;viewed;course_module;32839;215110;70;96407;21318;1489;1551279146
mod_resource;viewed;course_module;32648;213922;70;95958;21318;1489;1551279151
mod_resource;viewed;course_module;32650;213924;70;95960;21473;1489;1551285973
mod_resource;viewed;course_module;32651;213925;70;95961;21473;1489;1551285980
mod_resource;viewed;course_module;32836;215107;70;96404;21473;1489;1551285985
mod_resource;viewed;course_module;32835;215106;70;96403;21473;1489;1551285988
mod_resource;viewed;course_module;32837;215108;70;96405;21473;1489;1551285991
mod_resource;viewed;course_module;32834;215105;70;96402;21473;1489;1551285993
mod_resource;viewed;course_module;32835;215106;70;96403;21263;1489;1551287740
mod_resource;viewed;course_module;32834;215105;70;96402;21263;1489;1551289408
mod_url;viewed;course_module;5703;212940;70;95235;21173;1489;1551290340
mod_resource;viewed;course_module;32836;215107;70;96404;14578;1489;1551299966
mod_resource;viewed;course_module;32835;215106;70;96403;14578;1489;1551300006
mod_resource;viewed;course_module;32838;215109;70;96406;21172;1489;1551302727
mod_resource;viewed;course_module;32834;215105;70;96402;7;1489;1551303169
mod_resource;viewed;course_module;32835;215106;70;96403;7;1489;1551303173
mod_resource;viewed;course_module;32837;215108;70;96405;7;1489;1551303176
mod_resource;viewed;course_module;32839;215110;70;96407;7;1489;1551303178
mod_resource;viewed;course_module;32840;215111;70;96408;7;1489;1551303180
mod_resource;viewed;course_module;32841;215112;70;96409;7;1489;1551303185
mod_resource;viewed;course_module;32836;215107;70;96404;7;1489;1551303188
mod_resource;viewed;course_module;32842;215113;70;96410;7;1489;1551303191
mod_resource;viewed;course_module;32838;215109;70;96406;7;1489;1551303194
mod_resource;viewed;course_module;32836;215107;70;96404;21349;1489;1551305859
mod_resource;viewed;course_module;32838;215109;70;96406;21349;1489;1551305887
mod_resource;viewed;course_module;32837;215108;70;96405;14578;1489;1551333199
mod_resource;viewed;course_module;32835;215106;70;96403;14578;1489;1551333351
mod_resource;viewed;course_module;32651;213925;70;95961;14578;1489;1551333370
mod_forum;viewed;course_module;5186;212922;70;95217;21199;1489;1551335669
mod_resource;viewed;course_module;32651;213925;70;95961;19910;1489;1551335886
mod_resource;viewed;course_module;32651;213925;70;95961;19910;1489;1551335887
mod_resource;viewed;course_module;32836;215107;70;96404;18170;1489;1551336452
mod_resource;viewed;course_module;32836;215107;70;96404;21199;1489;1551336453
mod_resource;viewed;course_module;32836;215107;70;96404;21199;1489;1551336768
mod_resource;viewed;course_module;32651;213925;70;95961;19926;1489;1551338167
mod_resource;viewed;course_module;32651;213925;70;95961;19926;1489;1551338171
mod_resource;viewed;course_module;32835;215106;70;96403;19857;1489;1551339808
mod_resource;viewed;course_module;32837;215108;70;96405;19857;1489;1551339917
mod_resource;viewed;course_module;32836;215107;70;96404;19857;1489;1551339956
mod_resource;viewed;course_module;32835;215106;70;96403;21489;1489;1551340005
mod_resource;viewed;course_module;32837;215108;70;96405;21489;1489;1551340016
mod_resource;viewed;course_module;32836;215107;70;96404;21489;1489;1551340019
mod_resource;viewed;course_module;32836;215107;70;96404;21489;1489;1551340027
mod_resource;viewed;course_module;32840;215111;70;96408;21489;1489;1551340052
mod_resource;viewed;course_module;32837;215108;70;96405;21489;1489;1551340058
mod_resource;viewed;course_module;32837;215108;70;96405;21489;1489;1551340060
mod_resource;viewed;course_module;32837;215108;70;96405;21489;1489;1551340065
mod_resource;viewed;course_module;32841;215112;70;96409;21195;1489;1551340363
mod_resource;viewed;course_module;32834;215105;70;96402;19926;1489;1551341152
mod_resource;viewed;course_module;32834;215105;70;96402;19926;1489;1551341155
mod_resource;viewed;course_module;32839;215110;70;96407;21468;1489;1551342018
mod_resource;viewed;course_module;32836;215107;70;96404;19925;1489;1551342069
mod_resource;viewed;course_module;32532;213481;70;95758;21235;1489;1551344033
mod_resource;viewed;course_module;32835;215106;70;96403;7;1489;1551344720
mod_resource;viewed;course_module;32835;215106;70;96403;21195;1489;1551344726
mod_resource;viewed;course_module;32835;215106;70;96403;21199;1489;1551344741
mod_resource;viewed;course_module;32836;215107;70;96404;21196;1489;1551344752
mod_resource;viewed;course_module;32836;215107;70;96404;21196;1489;1551344773
mod_resource;viewed;course_module;32835;215106;70;96403;21196;1489;1551344788
mod_resource;viewed;course_module;32835;215106;70;96403;21313;1489;1551345023
mod_resource;viewed;course_module;32838;215109;70;96406;21197;1489;1551345054
mod_resource;viewed;course_module;32842;215113;70;96410;21313;1489;1551345057
mod_resource;viewed;course_module;32838;215109;70;96406;21313;1489;1551345061
mod_resource;viewed;course_module;32650;213924;70;95960;21197;1489;1551345078
mod_resource;viewed;course_module;32835;215106;70;96403;21194;1489;1551345082
mod_resource;viewed;course_module;32835;215106;70;96403;21197;1489;1551345098
mod_resource;viewed;course_module;32835;215106;70;96403;21195;1489;1551345135
mod_resource;viewed;course_module;32835;215106;70;96403;21199;1489;1551345176
mod_resource;viewed;course_module;32835;215106;70;96403;21596;1489;1551345211
mod_resource;viewed;course_module;32810;214914;70;96368;21349;1489;1551345465
mod_resource;viewed;course_module;32842;215113;70;96410;21349;1489;1551345581
mod_resource;viewed;course_module;32838;215109;70;96406;21349;1489;1551345633
mod_resource;viewed;course_module;32835;215106;70;96403;18464;1489;1551345818
mod_resource;viewed;course_module;32838;215109;70;96406;21235;1489;1551345901
mod_url;viewed;course_module;5703;212940;70;95235;21823;1489;1551345923
mod_resource;viewed;course_module;32836;215107;70;96404;21235;1489;1551346223
mod_resource;viewed;course_module;32838;215109;70;96406;21473;1489;1551348508
mod_resource;viewed;course_module;32839;215110;70;96407;21263;1489;1551348603
mod_resource;viewed;course_module;32835;215106;70;96403;21194;1489;1551349141
mod_resource;viewed;course_module;32809;214913;70;96367;21178;1489;1551352453
mod_resource;viewed;course_module;32650;213924;70;95960;21264;1489;1551352454
mod_resource;viewed;course_module;32651;213925;70;95961;21264;1489;1551352677
mod_resource;viewed;course_module;32836;215107;70;96404;21308;1489;1551357068
mod_resource;viewed;course_module;32836;215107;70;96404;21467;1489;1551357083
mod_resource;viewed;course_module;32842;215113;70;96410;19938;1489;1551358378
mod_resource;viewed;course_module;32836;215107;70;96404;14578;1489;1551360240
mod_resource;viewed;course_module;32835;215106;70;96403;14578;1489;1551360258
mod_resource;viewed;course_module;32837;215108;70;96405;14578;1489;1551360260
mod_resource;viewed;course_module;32834;215105;70;96402;14578;1489;1551360262
mod_resource;viewed;course_module;32840;215111;70;96408;14578;1489;1551360265
mod_resource;viewed;course_module;32841;215112;70;96409;14578;1489;1551360266
mod_resource;viewed;course_module;32842;215113;70;96410;14578;1489;1551360269
mod_resource;viewed;course_module;32838;215109;70;96406;14578;1489;1551360270
mod_resource;viewed;course_module;32839;215110;70;96407;14578;1489;1551360314
mod_url;viewed;course_module;5703;212940;70;95235;21160;1489;1551367017
mod_resource;viewed;course_module;32809;214913;70;96367;21160;1489;1551367173
mod_resource;viewed;course_module;32650;213924;70;95960;19906;1489;1551370833
mod_resource;viewed;course_module;32651;213925;70;95961;19906;1489;1551373754
mod_book;viewed;course_module;6348;212921;70;95216;21469;1489;1551375419
mod_book;viewed;chapter;41278;212921;70;95216;21469;1489;1551375419
mod_book;viewed;chapter;41279;212921;70;95216;21469;1489;1551375428
mod_book;viewed;chapter;41279;212921;70;95216;21469;1489;1551375458
mod_book;viewed;chapter;41281;212921;70;95216;21469;1489;1551375565
mod_book;viewed;chapter;41282;212921;70;95216;21469;1489;1551375569
mod_book;viewed;chapter;41279;212921;70;95216;21469;1489;1551375578
mod_book;viewed;chapter;41278;212921;70;95216;21469;1489;1551375579
mod_resource;viewed;course_module;32532;213481;70;95758;21473;1489;1551397854
mod_resource;viewed;course_module;32533;213482;70;95759;21473;1489;1551397966
mod_resource;viewed;course_module;32648;213922;70;95958;21473;1489;1551397969
mod_resource;viewed;course_module;32649;213923;70;95959;21473;1489;1551397971
mod_resource;viewed;course_module;32810;214914;70;96368;21473;1489;1551397974
mod_resource;viewed;course_module;32809;214913;70;96367;21473;1489;1551397977
mod_resource;viewed;course_module;32842;215113;70;96410;21473;1489;1551397994
mod_resource;viewed;course_module;32838;215109;70;96406;21473;1489;1551397997
mod_resource;viewed;course_module;32839;215110;70;96407;21473;1489;1551397999
mod_resource;viewed;course_module;32840;215111;70;96408;21473;1489;1551398001
mod_resource;viewed;course_module;32841;215112;70;96409;21473;1489;1551398004
mod_resource;viewed;course_module;32836;215107;70;96404;21266;1489;1551430022
mod_resource;viewed;course_module;32834;215105;70;96402;21266;1489;1551430104
mod_resource;viewed;course_module;32835;215106;70;96403;21266;1489;1551430105
mod_resource;viewed;course_module;32837;215108;70;96405;21266;1489;1551430106
mod_resource;viewed;course_module;32842;215113;70;96410;21314;1489;1551435439
mod_url;viewed;course_module;5703;212940;70;95235;21489;1489;1551443552
mod_resource;viewed;course_module;32648;213922;70;95958;19906;1489;1551443662
mod_resource;viewed;course_module;32649;213923;70;95959;19906;1489;1551443693
mod_url;viewed;course_module;5703;212940;70;95235;19906;1489;1551531775
mod_resource;viewed;course_module;32913;215596;70;96524;21489;1489;1551533463
mod_resource;viewed;course_module;32914;215597;70;96525;21489;1489;1551533675
mod_resource;viewed;course_module;32834;215105;70;96402;19906;1489;1551534613
mod_resource;viewed;course_module;32841;215112;70;96409;19906;1489;1551538298
mod_resource;viewed;course_module;32835;215106;70;96403;14578;1489;1551544602
mod_resource;viewed;course_module;32650;213924;70;95960;21199;1489;1551553459
mod_resource;viewed;course_module;32651;213925;70;95961;21199;1489;1551553460
mod_resource;viewed;course_module;32834;215105;70;96402;21199;1489;1551553462
mod_resource;viewed;course_module;32835;215106;70;96403;21199;1489;1551553463
mod_resource;viewed;course_module;32837;215108;70;96405;21199;1489;1551553463
mod_resource;viewed;course_module;32836;215107;70;96404;21199;1489;1551553464
mod_resource;viewed;course_module;32834;215105;70;96402;21161;1489;1551603609
mod_resource;viewed;course_module;32835;215106;70;96403;21161;1489;1551603610
mod_resource;viewed;course_module;32837;215108;70;96405;21161;1489;1551603611
mod_resource;viewed;course_module;32836;215107;70;96404;21161;1489;1551603613
mod_resource;viewed;course_module;32836;215107;70;96404;21266;1489;1551605522
